ensembl_id	gene_name	chr	start	end	score	strand	frame	gene_type	transcript_id.s.	GC1|expected_count	GC2|expected_count	GC3|expected_count	MG1|expected_count	MG2|expected_count	MG3|expected_count	GC1|TPM	GC2|TPM	GC3|TPM	MG1|TPM	MG2|TPM	MG3|TPM	GC1|FPKM	GC2|FPKM	GC3|FPKM	MG1|FPKM	MG2|FPKM	MG3|FPKM
ENSMUSG00000002055.9	Spag5	chr11	78301529	78322457	.	+	.	protein_coding	ENSMUST00000045026.3	6	0	8	20	24	26	0.12	0	0.14	0.58	0.61	0.67	0.25	0	0.32	0.82	0.91	0.89
ENSMUSG00000002057.4	Foxn1	chr11	78357577	78386558	.	-	.	protein_coding	ENSMUST00000108294.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002058.13	Unc119	chr11	78343482	78349164	.	+	.	protein_coding	ENSMUST00000002127.13,ENSMUST00000100755.3,ENSMUST00000108295.7	13	42	45	10	14	19	0.87	2.76	2.61	0.95	1.17	1.94	1.8	5.5	5.94	1.34	1.73	2.57
ENSMUSG00000002059.18	Rab34	chr11	78188430	78192193	.	+	.	protein_coding	ENSMUST00000002128.13,ENSMUST00000056241.11,ENSMUST00000108322.8,ENSMUST00000207728.1	135	324	84	45	58	47	8.63	19.67	4.37	4.53	5.97	3.34	17.83	39.2	9.93	6.36	8.85	4.42
ENSMUSG00000002064.10	Sdf2	chr11	78245746	78255496	.	+	.	protein_coding	ENSMUST00000002133.8	111	124	164	128	162	131	7.89	8.62	10.08	12.87	14.27	11.63	16.3	17.19	22.89	18.08	21.16	15.39
ENSMUSG00000002068.16	Ccne1	chr7	38097984	38107534	.	-	.	protein_coding	ENSMUST00000108023.9	3	0	0	2	3	10	0.13	0	0	0.12	0.16	0.53	0.26	0	0	0.17	0.23	0.7
ENSMUSG00000002076.11	Hsf2bp	chr17	31944769	32034508	.	-	.	protein_coding	ENSMUST00000002145.11	0	0	0	12	22	14	0	0	0	0.48	0.78	0.5	0	0	0	0.68	1.15	0.66
ENSMUSG00000002083.13	Bbc3	chr7	16308393	16318205	.	+	.	protein_coding	ENSMUST00000002152.12	39	96	45	13	13	11	1.82	4.39	1.82	0.86	0.76	0.65	3.77	8.75	4.13	1.21	1.12	0.86
ENSMUSG00000002100.15	Mybpc3	chr2	91118144	91136516	.	+	.	protein_coding	ENSMUST00000111430.9,ENSMUST00000137942.7,ENSMUST00000169776.1	0	0	0	1	0	0	0	0	0	0.03	0	0	0	0	0	0.04	0	0
ENSMUSG00000002102.15	Psmc3	chr2	91054009	91066369	.	+	.	protein_coding	ENSMUST00000002171.13,ENSMUST00000067663.13,ENSMUST00000111441.9	589	449	790	971	1328	1215	30.99	23.11	36.47	72.58	87.11	80.56	64.05	46.05	82.83	101.98	129.12	106.66
ENSMUSG00000002103.15	Acp2	chr2	91202885	91214098	.	+	.	protein_coding	ENSMUST00000002172.13	163	264	183	123	173	201	2.74	4.33	2.66	2.96	3.66	4.28	5.66	8.64	6.04	4.16	5.43	5.66
ENSMUSG00000002104.11	Rapsn	chr2	91035620	91045729	.	+	.	protein_coding	ENSMUST00000050323.5,ENSMUST00000111445.9,ENSMUST00000111446.9	71	16	120	90	150	128	3.84	0.95	5.86	7.08	10.24	8.85	7.94	1.89	13.32	9.95	15.17	11.72
ENSMUSG00000002105.15	Slc39a13	chr2	91061791	91070417	.	-	.	protein_coding	ENSMUST00000073575.11,ENSMUST00000079976.9,ENSMUST00000111436.2	164	375	259	187	273	284	6.21	14.45	8.12	9.65	13.32	14.62	12.84	28.79	18.44	13.55	19.74	19.36
ENSMUSG00000002107.18	Celf2	chr2	6539694	7509563	.	-	.	protein_coding	ENSMUST00000002176.12,ENSMUST00000100429.10,ENSMUST00000114923.2,ENSMUST00000114924.9,ENSMUST00000114927.8,ENSMUST00000114934.10,ENSMUST00000142941.7,ENSMUST00000150624.8,ENSMUST00000170438.7,ENSMUST00000182706.7,ENSMUST00000182851.7,ENSMUST00000182879.7,ENSMUST00000183091.7,ENSMUST00000183209.7	438	431	216	322	337	475	7.74	9.77	4.9	9.76	9.64	12.7	16	19.47	11.12	13.72	14.28	16.81
ENSMUSG00000002108.10	Nr1h3	chr2	91184061	91202834	.	-	.	protein_coding	ENSMUST00000002177.8,ENSMUST00000111354.1,ENSMUST00000111355.7,ENSMUST00000111356.7	93	204	122	31	51	65	4.42	9.76	4.73	2.09	3	3.88	9.13	19.46	10.74	2.93	4.45	5.14
ENSMUSG00000002109.14	Ddb2	chr2	91211572	91236982	.	-	.	protein_coding	ENSMUST00000028696.4,ENSMUST00000111352.7	29	41	31	13	13	21	1.08	1.85	1.37	0.85	0.73	1.35	2.22	3.7	3.12	1.2	1.09	1.79
ENSMUSG00000002111.8	Spi1	chr2	91082390	91115756	.	+	.	protein_coding	ENSMUST00000002180.7	25	54	34	51	62	52	1.03	2.17	1.21	2.98	3.19	2.69	2.12	4.32	2.74	4.19	4.72	3.56
ENSMUSG00000002129.11	Sf3a1	chr11	4160350	4182541	.	+	.	protein_coding	ENSMUST00000002198.3	233	244	248	226	286	290	3.7	3.78	3.4	5.14	5.72	5.82	7.64	7.54	7.72	7.22	8.48	7.71
ENSMUSG00000002147.18	Stat6	chr10	127642986	127660957	.	+	.	protein_coding	ENSMUST00000092074.11	359	717	337	252	348	297	7.53	14.69	6.11	7.57	9.19	7.88	15.57	29.28	13.87	10.63	13.62	10.43
ENSMUSG00000002190.13	Clgn	chr8	83389867	83428552	.	+	.	protein_coding	ENSMUST00000002259.12,ENSMUST00000109831.2	0	1	5	0	0	0	0	0.04	0.09	0	0	0	0	0.07	0.2	0	0	0
ENSMUSG00000002204.9	Napsa	chr7	44572380	44586862	.	+	.	protein_coding	ENSMUST00000002274.9	5	11	7	16	12	7	0.28	0.6	0.34	1.26	0.83	0.49	0.57	1.19	0.76	1.77	1.23	0.65
ENSMUSG00000002205.16	Vrk3	chr7	44748413	44777515	.	+	.	protein_coding	ENSMUST00000002275.14	29	81	52	52	99	108	1.24	3.37	1.91	3.16	5.27	5.79	2.55	6.72	4.35	4.43	7.82	7.66
ENSMUSG00000002210.11	Smg9	chr7	24399619	24422778	.	+	.	protein_coding	ENSMUST00000002280.10	59	90	93	146	132	138	2.18	3.24	2.96	7.67	6.09	6.41	4.5	6.46	6.73	10.78	9.03	8.48
ENSMUSG00000002221.11	Paxip1	chr5	27740080	27791691	.	-	.	protein_coding	ENSMUST00000002291.11	143	158	97	83	87	122	1.89	2.04	1.11	1.58	1.45	2.05	3.92	4.07	2.52	2.22	2.15	2.71
ENSMUSG00000002222.14	Rmnd5a	chr6	71388634	71440637	.	-	.	protein_coding	ENSMUST00000002292.14	783	886	626	337	605	504	9.83	10.85	6.78	6.06	9.58	8.01	20.31	21.63	15.41	8.52	14.19	10.6
ENSMUSG00000002227.15	Mov10	chr3	104794836	104818563	.	-	.	protein_coding	ENSMUST00000002297.11,ENSMUST00000106775.7,ENSMUST00000166979.7,ENSMUST00000168015.7	34	34	28	12	24	24.46	0.78	0.76	0.54	0.39	0.69	0.7	1.62	1.52	1.22	0.55	1.03	0.92
ENSMUSG00000002228.7	Ppm1j	chr3	104781056	104786018	.	+	.	protein_coding	ENSMUST00000002298.6	49	0	72	110	113	107	2.43	0	3.09	7.76	7	6.67	5.03	0	7.02	10.91	10.37	8.83
ENSMUSG00000002233.13	Rhoc	chr3	104788375	104794459	.	+	.	protein_coding	ENSMUST00000002303.11,ENSMUST00000106787.7,ENSMUST00000176347.5,ENSMUST00000196817.4	170	265	197	574	708	668	19.49	27.52	15.84	83.49	84.56	85.14	40.29	54.85	35.98	117.3	125.34	112.73
ENSMUSG00000002240.12	Prr27	chr5	87825686	87846387	.	+	.	protein_coding	ENSMUST00000002310.7,ENSMUST00000101056.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002249.21	Tead3	chr17	28331671	28350817	.	-	.	protein_coding	ENSMUST00000114799.7,ENSMUST00000154873.8,ENSMUST00000156862.2,ENSMUST00000219703.2	72	96	94	73	73	75	2.31	3.14	2.72	3.49	2.94	3.48	4.77	6.26	6.17	4.9	4.35	4.61
ENSMUSG00000002250.16	Ppard	chr17	28232700	28301474	.	+	.	protein_coding	ENSMUST00000002320.15,ENSMUST00000166744.7,ENSMUST00000232879.1	148	199	216	160	184	186	4.57	5.05	5.19	6.84	6.8	7.89	9.44	10.07	11.78	9.6	10.08	10.45
ENSMUSG00000002257.8	Def6	chr17	28207778	28228608	.	+	.	protein_coding	ENSMUST00000002327.5,ENSMUST00000233170.1	41	54	20	20	15	12	1.49	2.14	0.63	1.03	0.68	0.55	3.07	4.26	1.42	1.45	1.01	0.73
ENSMUSG00000002265.16	Peg3	chr7	6703892	6730431	.	-	.	protein_coding	ENSMUST00000051209.10	579	865	413	307	282	430	5.1	7.43	3.14	3.88	3.14	4.8	10.54	14.81	7.13	5.45	4.65	6.35
ENSMUSG00000002266.17	Zim1	chr7	6671269	6696450	.	-	.	protein_coding	ENSMUST00000002336.15,ENSMUST00000122432.3,ENSMUST00000203908.1	23	34	9	21	28	53	0.4	0.5	0.13	0.62	0.92	1.78	0.82	0.99	0.29	0.88	1.36	2.36
ENSMUSG00000002274.12	Metrn	chr17	25794571	25797136	.	-	.	protein_coding	ENSMUST00000002344.6,ENSMUST00000165838.7	62	32	37	32	70	66	5.15	2.04	2.08	3.28	6.14	6.86	10.65	4.07	4.74	4.61	9.11	9.08
ENSMUSG00000002279.19	Lmf1	chr17	25579085	25662826	.	+	.	protein_coding	ENSMUST00000063344.14,ENSMUST00000116641.8,ENSMUST00000141606.2	54	46	78	42	68	45	2.43	2.01	3.03	2.69	3.84	2.54	5.03	4.01	6.88	3.78	5.69	3.36
ENSMUSG00000002280.10	Narfl	chr17	25773776	25783332	.	+	.	protein_coding	ENSMUST00000002350.10,ENSMUST00000134108.7	107	55	149	174	251	216	3.98	2.18	4.51	9.6	12.18	10.51	8.23	4.34	10.23	13.49	18.06	13.92
ENSMUSG00000002289.16	Angptl4	chr17	33773750	33781830	.	-	.	protein_coding	ENSMUST00000002360.16	239	177	65	88	455	240	5.77	4.18	1.36	3.04	13.81	7.32	11.93	8.32	3.08	4.27	20.47	9.69
ENSMUSG00000002297.16	Dbf4	chr5	8396973	8422716	.	-	.	protein_coding	ENSMUST00000002368.15,ENSMUST00000168500.7,ENSMUST00000171808.7	10	5	17	12	9	18	0.42	0.17	0.62	0.59	0.39	0.89	0.87	0.33	1.4	0.84	0.57	1.18
ENSMUSG00000002307.16	Daxx	chr17	33909414	33915590	.	+	.	protein_coding	ENSMUST00000079421.14,ENSMUST00000170075.8	110	143	98	65	104	121	3.47	4.38	2.67	2.82	4.12	4.82	7.18	8.73	6.07	3.96	6.11	6.38
ENSMUSG00000002308.16	Cd320	chr17	33843091	33849774	.	+	.	protein_coding	ENSMUST00000002379.14,ENSMUST00000087559.7	31	28	45	43	52	66	2.07	1.53	1.68	3.8	3.72	4.13	4.28	3.05	3.82	5.34	5.52	5.47
ENSMUSG00000002319.16	Ipo4	chr14	55625400	55635957	.	-	.	protein_coding	ENSMUST00000047131.15	283.61	396.57	357.69	545	737	553	5.83	7.97	6.35	16.04	19.08	14.38	12.06	15.88	14.43	22.54	28.28	19.04
ENSMUSG00000002320.15	Tm9sf1	chr14	55635965	55643806	.	-	.	protein_coding	ENSMUST00000002391.14,ENSMUST00000120041.7,ENSMUST00000121791.7,ENSMUST00000121937.7,ENSMUST00000122358.7	162.45	259.69	182.54	146	196	178	5.64	8.88	5.51	7.19	8.51	7.81	11.66	17.7	12.52	10.1	12.61	10.34
ENSMUSG00000002324.8	Rec8	chr14	55618037	55625395	.	+	.	protein_coding	ENSMUST00000002395.7	0	9	0	0	0	0	0	0.33	0	0	0	0	0	0.67	0	0	0	0
ENSMUSG00000002325.15	Irf9	chr14	55603571	55610030	.	+	.	protein_coding	ENSMUST00000130697.7,ENSMUST00000134863.7,ENSMUST00000138037.1	86	210	84	83	85	81	2.71	6.58	2.12	3.9	3.52	3.16	5.59	13.11	4.83	5.48	5.21	4.19
ENSMUSG00000002326.6	Gmpr2	chr14	55671941	55679200	.	+	.	protein_coding	ENSMUST00000002397.6	36	38	46	34	46	28	1.51	1.56	1.67	2.04	2.42	1.48	3.13	3.11	3.8	2.86	3.58	1.96
ENSMUSG00000002329.7	Mdp1	chr14	55657879	55660508	.	-	.	protein_coding	ENSMUST00000002400.6	81	33	73	50	67	64	3.99	1.59	3.11	3.5	4.12	3.96	8.24	3.17	7.06	4.92	6.1	5.24
ENSMUSG00000002332.16	Dhrs1	chr14	55739020	55745690	.	-	.	protein_coding	ENSMUST00000002403.9	106	85	134	65	81	75	6.28	4.93	6.87	5.46	5.97	5.57	12.98	9.82	15.59	7.68	8.85	7.37
ENSMUSG00000002341.8	Ncan	chr8	70093085	70120873	.	-	.	protein_coding	ENSMUST00000002412.8	3	0	3	0	0	2	0.03	0	0.03	0	0	0.03	0.07	0	0.06	0	0	0.04
ENSMUSG00000002342.17	Tmem161a	chr8	70172356	70183681	.	+	.	protein_coding	ENSMUST00000002413.14,ENSMUST00000182980.7	153	180	144	211	232	255	5.59	6.17	4.53	10.57	10.08	11.18	11.55	12.3	10.29	14.85	14.94	14.8
ENSMUSG00000002343.11	Armc6	chr8	70220172	70234466	.	-	.	protein_coding	ENSMUST00000019679.11	14	48	63	94	87	124	0.51	1.71	1.99	4.89	3.98	5.7	1.06	3.41	4.51	6.87	5.89	7.54
ENSMUSG00000002345.18	Borcs8	chr8	70139499	70147319	.	+	.	protein_coding	ENSMUST00000002418.14,ENSMUST00000110139.1	15	55	27	17	45	21	1.9	6.8	2.95	2.99	7.02	3.26	3.93	13.55	6.69	4.2	10.41	4.32
ENSMUSG00000002346.16	Slc25a42	chr8	70184340	70212305	.	-	.	protein_coding	ENSMUST00000063788.7,ENSMUST00000110127.7	129	62	77	38	66	65	3.23	1.58	1.73	1.38	2.16	2.11	6.68	3.15	3.94	1.94	3.2	2.79
ENSMUSG00000002365.10	Snx9	chr17	5841329	5931954	.	+	.	protein_coding	ENSMUST00000002436.10	362	702	492	318	409	403	8.68	16.44	10.19	10.9	12.33	12.2	17.93	32.76	23.14	15.32	18.27	16.15
ENSMUSG00000002372.9	Ranbp3	chr17	56673294	56711764	.	+	.	protein_coding	ENSMUST00000002445.9,ENSMUST00000233319.1	229	306	231	308	355	321	7.72	9.55	6.8	14.97	15.29	13.81	15.96	19.02	15.44	21.04	22.66	18.28
ENSMUSG00000002379.7	Ndufa11	chr17	56717767	56722141	.	+	.	protein_coding	ENSMUST00000002452.7,ENSMUST00000233233.1,ENSMUST00000233832.1	294	59	220	357	525	442	68.9	12.34	43.48	112.41	142.59	122.64	142.4	24.58	98.77	157.93	211.35	162.37
ENSMUSG00000002384.2	Bmp8b	chr4	123105165	123132099	.	+	.	protein_coding	ENSMUST00000002457.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002393.14	Nr2f6	chr8	71374123	71381960	.	-	.	protein_coding	ENSMUST00000002466.8	167	159	195	147	227	181	6.23	5.8	6.29	7.82	10.61	8.5	12.88	11.55	14.28	10.99	15.72	11.26
ENSMUSG00000002395.14	Use1	chr8	71366848	71369732	.	+	.	protein_coding	ENSMUST00000019169.7,ENSMUST00000110053.8,ENSMUST00000110054.7	307	235	375	304	419	434	35.42	27.03	36.6	47.5	58.45	59.17	73.2	53.87	83.13	66.73	86.64	78.34
ENSMUSG00000002396.8	Ocel1	chr8	71371298	71379361	.	+	.	protein_coding	ENSMUST00000002469.8,ENSMUST00000110051.1,ENSMUST00000110052.1	77	105	77	57	74	81	2.96	2.59	1.98	2.29	3.09	3.75	6.12	5.16	4.49	3.22	4.57	4.97
ENSMUSG00000002409.18	Dyrk1b	chr7	28179469	28187294	.	+	.	protein_coding	ENSMUST00000085901.12,ENSMUST00000172467.7,ENSMUST00000172761.7	299	207	283	92	124	152	10.28	6.61	9.2	4.4	5.74	6.86	21.24	13.17	20.9	6.19	8.5	9.09
ENSMUSG00000002413.15	Braf	chr6	39603237	39725463	.	-	.	protein_coding	ENSMUST00000002487.14	202	472	212	159	151	159	1.59	3.62	1.44	1.79	1.5	1.58	3.28	7.2	3.26	2.52	2.22	2.09
ENSMUSG00000002416.13	Ndufb2	chr6	39592574	39603382	.	+	.	protein_coding	ENSMUST00000119379.1,ENSMUST00000135671.7	299	83	290.91	223	328	392	75.98	16.22	57.2	77.96	95.82	118.26	157.03	32.33	129.92	109.53	142.03	156.57
ENSMUSG00000002428.12	Hltf	chr3	20057811	20118490	.	+	.	protein_coding	ENSMUST00000002502.11	75	166	38	33	58	58	1.18	2.55	0.52	0.74	1.15	1.16	2.44	5.09	1.17	1.05	1.71	1.53
ENSMUSG00000002455.14	Prpf6	chr2	181591868	181655660	.	+	.	protein_coding	ENSMUST00000002529.6,ENSMUST00000136481.7	285	326	391	218	289	264	7.5	8.4	8.91	8.22	9.55	8.77	15.5	16.73	20.23	11.54	14.16	11.61
ENSMUSG00000002458.13	Rgs19	chr2	181688419	181693977	.	-	.	protein_coding	ENSMUST00000002532.8,ENSMUST00000108769.7,ENSMUST00000108771.1,ENSMUST00000108772.7,ENSMUST00000108776.7,ENSMUST00000108778.7,ENSMUST00000108779.7,ENSMUST00000165416.7	25	28	26	33	43	25	1.57	2.06	1.3	2.86	3.71	1.81	3.25	4.1	2.96	4.02	5.49	2.39
ENSMUSG00000002459.17	Rgs20	chr1	4909576	5070285	.	-	.	protein_coding	ENSMUST00000002533.14,ENSMUST00000118000.7,ENSMUST00000119256.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002475.16	Abhd3	chr18	10642092	10706771	.	-	.	protein_coding	ENSMUST00000002549.8,ENSMUST00000117726.8,ENSMUST00000117828.8	9	27	11	3	1	0	0.43	1.13	0.57	0.21	0.09	0	0.89	2.25	1.29	0.29	0.13	0
ENSMUSG00000002477.5	Snrpd1	chr18	10617775	10642079	.	+	.	protein_coding	ENSMUST00000002551.4,ENSMUST00000234207.1,ENSMUST00000235020.1	28	52	12.74	40.03	58.26	17.36	3.37	5.94	1.67	7.77	9.06	2.5	6.96	11.85	3.8	10.91	13.43	3.31
ENSMUSG00000002486.15	Tchp	chr5	114707760	114722327	.	+	.	protein_coding	ENSMUST00000094441.10	27	44	22	33	19	15	0.76	1.2	0.53	1.32	0.67	0.53	1.56	2.4	1.21	1.86	0.99	0.7
ENSMUSG00000002489.16	Tiam1	chr16	89787111	90143769	.	-	.	protein_coding	ENSMUST00000002588.10,ENSMUST00000114124.8,ENSMUST00000163370.7,ENSMUST00000164263.8	130	376	57	125	114	132	1.4	3.87	0.64	2.04	1.57	1.77	2.9	7.72	1.46	2.86	2.33	2.35
ENSMUSG00000002496.10	Tsc2	chr17	24595816	24632630	.	-	.	protein_coding	ENSMUST00000097373.1,ENSMUST00000226284.1,ENSMUST00000226398.1,ENSMUST00000227745.1,ENSMUST00000228412.1	553	548	552	503	630	634	7.72	7.51	6.31	10.1	10.98	11.03	15.96	14.96	14.33	14.19	16.27	14.6
ENSMUSG00000002500.15	Rpl3l	chr17	24727820	24736143	.	+	.	protein_coding	ENSMUST00000045186.10,ENSMUST00000170239.8	910	0	1203	518	838	900	58.98	0	67.22	47.33	67.33	72.69	121.91	0	152.69	66.49	99.8	96.25
ENSMUSG00000002504.15	Slc9a3r2	chr17	24639286	24650327	.	-	.	protein_coding	ENSMUST00000002572.5,ENSMUST00000019684.12,ENSMUST00000234121.1,ENSMUST00000234505.1,ENSMUST00000234557.1	598	483	457	265	442	472	24.69	18.49	15.67	18.7	25.59	26.99	51.03	36.85	35.6	26.28	37.93	35.73
ENSMUSG00000002524.17	Puf60	chr15	76070182	76080924	.	-	.	protein_coding	ENSMUST00000002599.10,ENSMUST00000100527.12	336	458	409	352	472	427	15.55	20.32	16.01	22.88	27.13	24.58	32.13	40.49	36.37	32.15	40.22	32.54
ENSMUSG00000002546.16	Golga2	chr2	32287384	32307921	.	+	.	protein_coding	ENSMUST00000100194.8,ENSMUST00000113377.7	380	700	536	401	579	582	6.82	12.29	8.31	10.32	13.1	13.23	14.11	24.5	18.88	14.49	19.41	17.52
ENSMUSG00000002550.16	Uck1	chr2	32255002	32260159	.	-	.	protein_coding	ENSMUST00000002625.14	120	443	118	92.97	175.22	172	5.01	18.08	4.26	5.53	9.15	9.03	10.36	36.03	9.67	7.77	13.56	11.96
ENSMUSG00000002565.16	Scin	chr12	40059769	40134228	.	-	.	protein_coding	ENSMUST00000002640.5,ENSMUST00000078481.13	6	78	20	3	5	2	0.18	2.08	0.53	0.13	0.17	0.08	0.38	4.14	1.2	0.18	0.25	0.1
ENSMUSG00000002578.17	Ikzf4	chr10	128630843	128645991	.	-	.	protein_coding	ENSMUST00000133342.9,ENSMUST00000221150.1,ENSMUST00000222067.1	3	31	19	6	4	2	0.11	0.65	0.35	0.13	0.08	0.05	0.23	1.3	0.8	0.18	0.11	0.06
ENSMUSG00000002580.7	Mien1	chr11	98437708	98438991	.	-	.	protein_coding	ENSMUST00000002655.7	45	81	55	30	70	75	6.34	11.21	6.72	5.89	11.99	12.99	13.11	22.34	15.26	8.28	17.78	17.2
ENSMUSG00000002588.13	Pon1	chr6	5168090	5193946	.	-	.	protein_coding	ENSMUST00000002663.11,ENSMUST00000176945.1	31	173	8	1	9	6	1.79	9.75	0.4	0.08	1.78	0.43	3.69	19.43	0.91	0.11	2.64	0.57
ENSMUSG00000002602.16	Axl	chr7	25757273	25788705	.	-	.	protein_coding	ENSMUST00000002677.10,ENSMUST00000085948.10	1534	5313	1692	1187	1631	1047	30	98.97	28.48	32.56	39.08	25.21	62	197.24	64.7	45.74	57.93	33.37
ENSMUSG00000002603.15	Tgfb1	chr7	25687002	25705077	.	+	.	protein_coding	ENSMUST00000002678.9	189	625	209	287	296	237	7.21	23.29	6.89	15.6	14.13	11.38	14.89	46.42	15.64	21.91	20.94	15.06
ENSMUSG00000002608.8	Ccdc97	chr7	25711106	25719088	.	-	.	protein_coding	ENSMUST00000002683.2	183	294	301	249	337	294	4.85	7.62	6.89	9.44	11.23	9.84	10.03	15.18	15.66	13.26	16.64	13.03
ENSMUSG00000002617.14	Zfp40	chr17	23173869	23193252	.	-	.	protein_coding	ENSMUST00000037057.13,ENSMUST00000140313.7,ENSMUST00000172177.1	38	42	2	16	11	13	0.75	0.84	0.03	0.63	0.27	0.37	1.55	1.67	0.08	0.89	0.39	0.5
ENSMUSG00000002625.9	Akap8l	chr17	32321425	32350581	.	-	.	protein_coding	ENSMUST00000050214.7	180	201	194	141	133	155	7.23	7.89	6.74	8.07	6.69	7.84	14.95	15.73	15.3	11.34	9.91	10.38
ENSMUSG00000002633.4	Shh	chr5	28456815	28467256	.	-	.	protein_coding	ENSMUST00000002708.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002635.11	Pdcd2l	chr7	34184499	34196661	.	-	.	protein_coding	ENSMUST00000002710.9	39	37	79	69	60	79	2.7	2.51	4.73	6.76	5.16	6.84	5.58	5	10.75	9.5	7.64	9.05
ENSMUSG00000002658.9	Gtf2f1	chr17	57003405	57011288	.	-	.	protein_coding	ENSMUST00000002733.6	86	121	115	166	193	190	4.28	5.89	4.95	11.75	11.99	11.87	8.85	11.74	11.24	16.5	17.77	15.72
ENSMUSG00000002660.8	Clpp	chr17	56990305	56996188	.	+	.	protein_coding	ENSMUST00000002735.8	78	104	113	117	175	146	7.61	9.94	9.54	16.04	21	17.67	15.72	19.81	21.66	22.54	31.12	23.4
ENSMUSG00000002661.14	Alkbh7	chr17	56997339	56999322	.	+	.	protein_coding	ENSMUST00000002737.6,ENSMUST00000074141.13	34	12	27	43	65	43	3.63	1.55	2.7	6.44	8.51	5.75	7.5	3.08	6.14	9.05	12.62	7.61
ENSMUSG00000002664.2	Pspn	chr17	56999457	57000018	.	-	.	protein_coding	ENSMUST00000002740.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002668.8	Dennd1c	chr17	57065905	57078514	.	-	.	protein_coding	ENSMUST00000011623.8	21	1	7	9	2	5	0.68	0.03	0.2	0.42	0.08	0.2	1.41	0.06	0.45	0.58	0.12	0.27
ENSMUSG00000002679.14	Med6	chr12	81573557	81595008	.	-	.	protein_coding	ENSMUST00000002756.13,ENSMUST00000161211.7,ENSMUST00000161598.7	22	40	15	22	24	27	2.04	3.72	1.15	2.94	2.69	3.05	4.21	7.42	2.62	4.13	3.99	4.04
ENSMUSG00000002688.8	Prkd1	chr12	50341231	50649098	.	-	.	protein_coding	ENSMUST00000002765.8	135	196	117	37	62	67	2.93	4.16	2.2	1.15	1.69	1.84	6.06	8.29	4.99	1.62	2.51	2.44
ENSMUSG00000002699.13	Lcp2	chr11	34046920	34092295	.	+	.	protein_coding	ENSMUST00000052413.11,ENSMUST00000109329.8	7	35	11	22	23	18	0.19	0.83	0.21	0.91	0.66	0.52	0.38	1.66	0.47	1.28	0.97	0.68
ENSMUSG00000002718.14	Cse1l	chr2	166906040	166946389	.	+	.	protein_coding	ENSMUST00000002790.13,ENSMUST00000168599.7	204	192	172	538	563	612	4.45	4.09	3.24	16.78	15.44	16.86	9.19	8.15	7.36	23.58	22.89	22.32
ENSMUSG00000002728.14	Naa20	chr2	145902099	145916425	.	+	.	protein_coding	ENSMUST00000002805.13,ENSMUST00000110000.7,ENSMUST00000134759.2	85.48	91.43	70.91	196.39	222.39	224.27	6.65	6.38	4.92	21.4	21.5	21.92	13.74	12.72	11.18	30.07	31.87	29.02
ENSMUSG00000002731.6	Prkra	chr2	76629898	76648015	.	-	.	protein_coding	ENSMUST00000002808.6	44	40	33	13	24	34	2.35	2.09	1.52	0.99	1.6	2.28	4.86	4.17	3.46	1.39	2.37	3.02
ENSMUSG00000002732.14	Fkbp7	chr2	76663044	76673116	.	-	.	protein_coding	ENSMUST00000002809.13	36	105	70	20	28	43	4.18	11.96	7.04	3.25	3.98	6.18	8.64	23.84	16	4.57	5.9	8.18
ENSMUSG00000002733.8	Plekha3	chr2	76675281	76696828	.	+	.	protein_coding	ENSMUST00000111920.1	141	157	63	124	155	152	4.54	4.94	1.75	5.7	6.26	6.17	9.39	9.85	3.98	8.01	9.28	8.17
ENSMUSG00000002741.9	Ykt6	chr11	5955693	5967780	.	+	.	protein_coding	ENSMUST00000002818.8	234	299	360	353	434	480	7.52	9.38	9.99	16.18	17.48	19.44	15.53	18.7	22.69	22.74	25.91	25.73
ENSMUSG00000002748.7	Baz1b	chr5	135187264	135246129	.	+	.	protein_coding	ENSMUST00000002825.5	870	1224	651	647	788	826	10.35	14.21	6.69	11.04	11.83	12.44	21.39	28.32	15.19	15.5	17.53	16.48
ENSMUSG00000002763.16	Pex6	chr17	46711463	46725541	.	+	.	protein_coding	ENSMUST00000002840.8	186	343	153	138	223	203	4.65	8.38	3.31	4.94	7.01	6.41	9.62	16.71	7.51	6.94	10.4	8.49
ENSMUSG00000002767.13	Mrpl2	chr17	46646229	46650139	.	+	.	protein_coding	ENSMUST00000002844.13,ENSMUST00000113429.7,ENSMUST00000113430.1	186	106	198	185	294	282	17.07	9.54	15.96	23.9	33.32	32.29	35.27	19.01	36.25	33.58	49.39	42.75
ENSMUSG00000002768.8	Mea1	chr17	46678793	46683111	.	+	.	protein_coding	ENSMUST00000002845.7,ENSMUST00000232732.1,ENSMUST00000232762.1,ENSMUST00000233430.1,ENSMUST00000233491.1,ENSMUST00000233612.1	72	125	97	135	189	224	7.39	15.03	10.22	21.83	26.45	30.23	15.27	29.96	23.22	30.67	39.2	40.02
